price,year,manufacturer,condition,cylinders,fuel,odometer,transmission,type,paint_color,F1,F2,F3,F4
12206.0,2013.0,subaru,excellent,4 cylinders,gas,122645.0,manual,SUV,silver,3478,2.3372534850944247,0.05614783825905412,b
17576.0,2013.0,subaru,like new,4 cylinders,gas,105000.0,manual,sedan,blue,610,2.2589345987742555,0.11875930166138725,b
8528.0,2009.0,ford,good,6 cylinders,gas,183000.0,automatic,truck,white,353,2.154037579526376,0.07037894181680769,a
6445.0,2004.0,ford,good,6 cylinders,gas,156737.0,automatic,pickup,silver,1002,2.060699080073351,0.0750214135339803,c
21528.0,2019.0,subaru,like new,4 cylinders,gas,2045.0,automatic,sedan,black,416,2.394227764031429,0.08726307617103571,c
1994.0,1989.0,ford,fair,8 cylinders,gas,50000.0,automatic,pickup,blue,150,1.6294167276698608,0.08519937292940599,b
28868.0,2013.0,ford,excellent,6 cylinders,gas,95000.0,automatic,truck,blue,619,2.1067669921766377,0.1103252280257892,c
23829.0,2004.0,subaru,excellent,4 cylinders,gas,79298.0,manual,sedan,black,167,1.9412787692088185,0.20350084581191805,c
14432.0,2015.0,subaru,excellent,4 cylinders,gas,113500.0,automatic,sedan,white,69,2.320117215120936,0.11015846088970144,c
13550.0,2014.0,ford,excellent,4 cylinders,gas,39929.0,automatic,sedan,white,871,2.2033855082176568,0.06268211735862393,b
8536.0,2014.0,subaru,excellent,4 cylinders,gas,150580.0,manual,sedan,red,815,2.304452916229356,0.13786184340334698,b
3411.0,2001.0,ford,excellent,6 cylinders,gas,164106.0,automatic,SUV,black,5134,1.901999496953244,0.08772242739678232,b
7384.0,1999.0,ford,excellent,8 cylinders,gas,181000.0,automatic,truck,white,2513,2.116815265814464,0.10662858511870993,b
8130.0,2005.0,ford,good,8 cylinders,gas,151000.0,automatic,truck,silver,252,2.033276773888044,0.01746134325385354,a
4515.0,2003.0,subaru,excellent,4 cylinders,gas,92321.0,automatic,sedan,red,220,2.2690237160048703,0.13112056489819562,a
34776.0,2020.0,ford,excellent,4 cylinders,gas,12000.0,automatic,SUV,blue,127,2.2137707448749047,0.002238102783749113,b
7919.0,2012.0,ford,excellent,6 cylinders,gas,189000.0,automatic,SUV,white,143,2.2586525620353983,0.13133562203462198,c
5914.0,2003.0,subaru,excellent,4 cylinders,gas,145631.0,manual,SUV,silver,1578,2.0618829960833467,0.08270729525458557,a
2690.0,1992.0,ford,good,4 cylinders,gas,182411.0,automatic,pickup,blue,2021,1.9247342019867888,-0.05475689743883688,b
6322.0,2009.0,ford,like new,6 cylinders,gas,173000.0,automatic,SUV,white,53,2.2243196247164727,0.290135345417158,c
6550.0,2007.0,ford,fair,8 cylinders,gas,194505.0,automatic,SUV,black,387,2.264947881515795,0.09016564214988147,a
32454.0,2019.0,subaru,like new,6 cylinders,gas,,automatic,SUV,blue,3062,2.319867527745997,0.2020110296001399,c
0.0,2006.0,ford,excellent,4 cylinders,gas,57347.0,automatic,sedan,white,935,2.0166788111314515,-0.049617466170912165,c
6896.0,2008.0,ford,excellent,6 cylinders,gas,144000.0,automatic,SUV,blue,3929,2.217100884413309,-0.07436606693743178,c
23740.0,2013.0,ford,excellent,6 cylinders,gas,124000.0,automatic,pickup,black,558,2.386493708489024,0.0550901060279416,c
20442.0,2017.0,ford,good,6 cylinders,gas,84812.0,automatic,SUV,white,8843,2.3273871969864257,-0.0020670329827064547,a
36354.0,2018.0,ford,good,6 cylinders,gas,7432.0,automatic,pickup,blue,5059,2.4610781918101816,0.016107464952948874,b
23744.0,2014.0,ford,good,8 cylinders,gas,111339.0,automatic,truck,white,469,2.391823771471792,0.16247237642795995,a
